"親代1圖鑑編號","親代1繁中","親代1英文","親代1內部名稱","親代1性別","親代2圖鑑編號","親代2繁中","親代2英文","親代2內部名稱","親代2性別","子代圖鑑編號","子代繁中","子代英文","子代內部名稱","性別限定"
"118","菇咚","Shroomer","MushroomDragon","任一","19","啼卡爾","Hoocrates","WizardOwl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"118","菇咚","Shroomer","MushroomDragon","任一","12","葉泥泥","Gumoss","PlantSlime_Flower","任一","127","八雲犬","Yakumo","GuardianDog","否"
"118","菇咚","Shroomer","MushroomDragon","任一","12","葉泥泥","Gumoss","PlantSlime","任一","127","八雲犬","Yakumo","GuardianDog","否"
"83","雲海鹿","Fenglope","FengyunDeeper","任一","38","冰縛靈","Hangyu Cryst","WindChimes_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"83","雲海鹿","Fenglope","FengyunDeeper","任一","17","閃丸丸","Pengullet Lux","Penguin_Electric","任一","127","八雲犬","Yakumo","GuardianDog","否"
"83","雲海鹿","Fenglope","FengyunDeeper","任一","29","雪絨狐","Foxparks Cryst","Kitsunebi_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"75","滑水蛇","Surfent","Serpent","任一","39","可可棉花糖","Woolipop Terra","SweetsSheep_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"107","碎岩龜","Digtoise","DrillGame","任一","22","寐魔","Daedream","DreamDemon","任一","127","八雲犬","Yakumo","GuardianDog","否"
"107","碎岩龜","Digtoise","DrillGame","任一","23","新葉猿","Tanzee","Monkey","任一","127","八雲犬","Yakumo","GuardianDog","否"
"107","碎岩龜","Digtoise","DrillGame","任一","24","露娜蒂","Nox","NightFox","任一","127","八雲犬","Yakumo","GuardianDog","否"
"12","葉泥泥","Gumoss","PlantSlime_Flower","任一","163","金渦蝸","Snock Lux","ElecSnail_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"12","葉泥泥","Gumoss","PlantSlime","任一","163","金渦蝸","Snock Lux","ElecSnail_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"102","葉胖達","Mossanda","GrassPanda","任一","37","盔盔仔","Turtacle","TentacleTurtle","任一","127","八雲犬","Yakumo","GuardianDog","否"
"102","葉胖達","Mossanda","GrassPanda","任一","92","雷鳴童子","Dazzi","RaijinDaughter","任一","127","八雲犬","Yakumo","GuardianDog","否"
"165","詹兔曼","Lapiron","BrownRabbit","任一","30","勾魂魷","Killamari","NegativeOctopus","任一","127","八雲犬","Yakumo","GuardianDog","否"
"165","詹兔曼","Lapiron","BrownRabbit","任一","38","吊縛靈","Hangyu","WindChimes","任一","127","八雲犬","Yakumo","GuardianDog","否"
"165","詹兔曼","Lapiron","BrownRabbit","任一","31","遁地鼠","Fuddler","CuteMole","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10","達鼠泥","Herbil","LeafMomonga","任一","75","流沙蛇","Surfent Terra","Serpent_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","6","玉藻狐","Vixy","CuteFox","任一","127","八雲犬","Yakumo","GuardianDog","否"
"172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","11","壺小象","Teafant","Ganesha","任一","127","八雲犬","Yakumo","GuardianDog","否"
"172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","1","棉悠悠","Lamball","SheepBall","任一","127","八雲犬","Yakumo","GuardianDog","否"
"92","雷鳴童子","Dazzi","RaijinDaughter","任一","76","山岳射手","Robinquill Terra","RobinHood_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"92","雷鳴童子","Dazzi","RaijinDaughter","任一","18","企丸王","Penking","CaptainPenguin","任一","127","八雲犬","Yakumo","GuardianDog","否"
"62","電汪汪","Puffolt","ElecPomeranian","任一","56","月鐮魔","Loupmoon","Werewolf","任一","127","八雲犬","Yakumo","GuardianDog","否"
"15","電棘鼠","Jolthog","Hedgehog","任一","102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","127","八雲犬","Yakumo","GuardianDog","否"
"15","電棘鼠","Jolthog","Hedgehog","任一","64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"163","電渦蝸","Snock","ElecSnail","任一","60","荊棘魔仙","Bristla","LittleBriarRose","任一","127","八雲犬","Yakumo","GuardianDog","否"
"163","電渦蝸","Snock","ElecSnail","任一","33","獵狼","Direhowl","Garm","任一","127","八雲犬","Yakumo","GuardianDog","否"
"163","電渦蝸","Snock","ElecSnail","任一","73","龐克蜥","Leezpunk","LizardMan","任一","127","八雲犬","Yakumo","GuardianDog","否"
"167","電懶懶","Slowatt","ElecLizard","任一","20","美露帕","Melpaca","Alpaca","任一","127","八雲犬","Yakumo","GuardianDog","否"
"167","電懶懶","Slowatt","ElecLizard","任一","32","紫霞鹿","Eikthyrdeer","Deer","任一","127","八雲犬","Yakumo","GuardianDog","否"
"167","電懶懶","Slowatt","ElecLizard","任一","25","融焰娘","Flambelle","LavaGirl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"16","瞅什魔","Depresso","NegativeKoala","任一","118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"41","碧海龍","Azurobe","BlueDragon","任一","10","達鼠泥","Herbil","LeafMomonga","任一","127","八雲犬","Yakumo","GuardianDog","否"
"41","碧海龍","Azurobe","BlueDragon","任一","73","熱血蜥","Leezpunk Ignis","LizardMan_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10002","綠史萊姆","Green Slime","YakushimaMonster001","任一","173","大紅呱","Tropicaw","RedFlowerBird","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10002","綠史萊姆","Green Slime","YakushimaMonster001","任一","169","曼波王","Solmora","KingSunfish","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10002","綠史萊姆","Green Slime","YakushimaMonster001","任一","112","獄焰王","Blazehowl","Manticore","任一","127","八雲犬","Yakumo","GuardianDog","否"
"116","綢笠蛾","Sibelyx","WhiteMoth","任一","77","波娜兔","Flopie","FlowerRabbit","任一","127","八雲犬","Yakumo","GuardianDog","否"
"116","綢笠蛾","Sibelyx","WhiteMoth","任一","45","海月仙","Jelliette","JellyfishFairy","任一","127","八雲犬","Yakumo","GuardianDog","否"
"116","綢笠蛾","Sibelyx","WhiteMoth","任一","73","熱血蜥","Leezpunk Ignis","LizardMan_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"4","翠葉鼠","Lifmunk","Carbunclo","任一","118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"4","翠葉鼠","Lifmunk","Carbunclo","任一","102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","127","八雲犬","Yakumo","GuardianDog","否"
"4","翠葉鼠","Lifmunk","Carbunclo","任一","64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"164","蒲蒲飛芽","Souffline","DandelionGirl","任一","43","火靈兒","Kelpsea Ignis","Kelpie_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"164","蒲蒲飛芽","Souffline","DandelionGirl","任一","88","布偶鯊","Finsider","StuffedShark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"164","蒲蒲飛芽","Souffline","DandelionGirl","任一","44","艾小兔","Ribbuny Botan","PinkRabbit_Grass","任一","127","八雲犬","Yakumo","GuardianDog","否"
"111","蒼焰狼","Kitsun","AmaterasuWolf","任一","38","吊縛靈","Hangyu","WindChimes","任一","127","八雲犬","Yakumo","GuardianDog","否"
"111","蒼焰狼","Kitsun","AmaterasuWolf","任一","40","波霸牛","Mozzarina","CowPal","任一","127","八雲犬","Yakumo","GuardianDog","否"
"111","蒼焰狼","Kitsun","AmaterasuWolf","任一","31","遁地鼠","Fuddler","CuteMole","任一","127","八雲犬","Yakumo","GuardianDog","否"
"30","蝕魂魷","Killamari Primo","NegativeOctopus_Neutral","任一","92","天陰童子","Dazzi Noct","RaijinDaughter_Water","任一","127","八雲犬","Yakumo","GuardianDog","否"
"149","墨丸","Smokie","BlackPuppy","任一","60","荊棘魔仙","Bristla","LittleBriarRose","任一","127","八雲犬","Yakumo","GuardianDog","否"
"149","墨丸","Smokie","BlackPuppy","任一","32","紫霞鹿","Eikthyrdeer","Deer","任一","127","八雲犬","Yakumo","GuardianDog","否"
"149","墨丸","Smokie","BlackPuppy","任一","25","融焰娘","Flambelle","LavaGirl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"48","墨沫姬","Gloopie","OctopusGirl","任一","34","鬱木羊","Caprity Noct","BerryGoat_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"5","衝浪鴨","Fuack","BluePlatypus","任一","78","幽巫狐","Wixen Noct","FoxMage_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"117","噬魂獸","Maraith","GhostBeast","任一","27","冰絲特","Mau Cryst","Bastet_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"117","噬魂獸","Maraith","GhostBeast","任一","2","搗蛋貓","Cattiva","PinkCat","任一","127","八雲犬","Yakumo","GuardianDog","否"
"117","噬魂獸","Maraith","GhostBeast","任一","7","魯米兒","Celaray","FlyingManta","任一","127","八雲犬","Yakumo","GuardianDog","否"
"123","戰冠雀","Dazemu","FeatherOstrich","任一","76","羽箭射手","Robinquill","RobinHood","任一","127","八雲犬","Yakumo","GuardianDog","否"
"123","戰冠雀","Dazemu","FeatherOstrich","任一","50","念影喵","Wispaw","GhostBlackCat","任一","127","八雲犬","Yakumo","GuardianDog","否"
"123","戰冠雀","Dazemu","FeatherOstrich","任一","88","粉粉布偶鯊","Finsider Ignis","StuffedShark_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"58","熾焰牛","Arsox","FlameBuffalo","任一","36","毛老爹","Sweepa","MopKing","任一","127","八雲犬","Yakumo","GuardianDog","否"
"26","燎火鹿","Rooby","FlameBambi","任一","100","妖抱苞","Needoll Noct","CactusDoll_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"26","燎火鹿","Rooby","FlameBambi","任一","128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"26","燎火鹿","Rooby","FlameBambi","任一","98","凜光犬","Rayhound Cryst","ThunderDog_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"128","鞘刀魚","Skutlass","SwordCutlassfish","任一","27","喵絲特","Mau","Bastet","任一","127","八雲犬","Yakumo","GuardianDog","否"
"128","鞘刀魚","Skutlass","SwordCutlassfish","任一","1","棉悠悠","Lamball","SheepBall","任一","127","八雲犬","Yakumo","GuardianDog","否"
"128","鞘刀魚","Skutlass","SwordCutlassfish","任一","15","電棘鼠","Jolthog","Hedgehog","任一","127","八雲犬","Yakumo","GuardianDog","否"
"168","嚇絲妮","Bakemi","OniGhostGirl","任一","13","宗銘丸","Pupperai","SamuraiDog","任一","127","八雲犬","Yakumo","GuardianDog","否"
"168","嚇絲妮","Bakemi","OniGhostGirl","任一","22","寐魔","Daedream","DreamDemon","任一","127","八雲犬","Yakumo","GuardianDog","否"
"168","嚇絲妮","Bakemi","OniGhostGirl","任一","24","露娜蒂","Nox","NightFox","任一","127","八雲犬","Yakumo","GuardianDog","否"
"66","薇莉塔","Vaelet","VioletFairy","任一","29","火絨狐","Foxparks","Kitsunebi","任一","127","八雲犬","Yakumo","GuardianDog","否"
"66","薇莉塔","Vaelet","VioletFairy","任一","14","幸葉茸","Clovee","CloverFairy","任一","127","八雲犬","Yakumo","GuardianDog","否"
"66","薇莉塔","Vaelet","VioletFairy","任一","5","衝浪鴨","Fuack","BluePlatypus","任一","127","八雲犬","Yakumo","GuardianDog","否"
"79","闇巫貓","Katress","CatMage","任一","55","紅小鯊","Gobfin Ignis","SharkKid_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"79","闇巫貓","Katress","CatMage","任一","37","盔盔仔","Turtacle","TentacleTurtle","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10003","藍史萊姆","Blue Slime","YakushimaMonster001_Blue","任一","173","大紅呱","Tropicaw","RedFlowerBird","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10003","藍史萊姆","Blue Slime","YakushimaMonster001_Blue","任一","169","曼波王","Solmora","KingSunfish","任一","127","八雲犬","Yakumo","GuardianDog","否"
"10003","藍史萊姆","Blue Slime","YakushimaMonster001_Blue","任一","112","獄焰王","Blazehowl","Manticore","任一","127","八雲犬","Yakumo","GuardianDog","否"
"136","顎莉絲","Carnibora","VenusFlytrap","任一","30","勾魂魷","Killamari","NegativeOctopus","任一","127","八雲犬","Yakumo","GuardianDog","否"
"136","顎莉絲","Carnibora","VenusFlytrap","任一","27","冰絲特","Mau Cryst","Bastet_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"136","顎莉絲","Carnibora","VenusFlytrap","任一","2","搗蛋貓","Cattiva","PinkCat","任一","127","八雲犬","Yakumo","GuardianDog","否"
"67","騎士蜂","Beegarde","SoldierBee","任一","56","月鐮魔","Loupmoon","Werewolf","任一","127","八雲犬","Yakumo","GuardianDog","否"
"55","鯊小子","Gobfin","SharkKid","任一","92","天陰童子","Dazzi Noct","RaijinDaughter_Water","任一","127","八雲犬","Yakumo","GuardianDog","否"
"73","龐克蜥","Leezpunk","LizardMan","任一","68","女皇蜂","Elizabee","QueenBee","任一","127","八雲犬","Yakumo","GuardianDog","否"
"73","龐克蜥","Leezpunk","LizardMan","任一","79","熾巫貓","Katress Ignis","CatMage_Fire","任一","127","八雲犬","Yakumo","GuardianDog","否"
"101","嚴冬鹿","Reindrix","IceDeer","任一","47","莉歐·莉涅","Amione","ClioneTwins","任一","127","八雲犬","Yakumo","GuardianDog","否"
"101","嚴冬鹿","Reindrix","IceDeer","任一","30","蝕魂魷","Killamari Primo","NegativeOctopus_Neutral","任一","127","八雲犬","Yakumo","GuardianDog","否"
"101","嚴冬鹿","Reindrix","IceDeer","任一","48","墨沫姬","Gloopie","OctopusGirl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"34","灌木羊","Caprity","BerryGoat","任一","75","流沙蛇","Surfent Terra","Serpent_Ground","任一","127","八雲犬","Yakumo","GuardianDog","否"
"34","灌木羊","Caprity","BerryGoat","任一","18","閃丸王","Penking Lux","CaptainPenguin_Black","任一","127","八雲犬","Yakumo","GuardianDog","否"
"34","灌木羊","Caprity","BerryGoat","任一","9","極道蛙","Croajiro Noct","KendoFrog_Dark","任一","127","八雲犬","Yakumo","GuardianDog","否"
"74","鐵拳猿","Gorirat","Gorilla","任一","58","熾焰牛","Arsox","FlameBuffalo","任一","127","八雲犬","Yakumo","GuardianDog","否"
"24","露娜蒂","Nox","NightFox","任一","21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"98","霹靂犬","Rayhound","ThunderDog","任一","30","蝕魂魷","Killamari Primo","NegativeOctopus_Neutral","任一","127","八雲犬","Yakumo","GuardianDog","否"
"98","霹靂犬","Rayhound","ThunderDog","任一","48","墨沫姬","Gloopie","OctopusGirl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"98","霹靂犬","Rayhound","ThunderDog","任一","55","鯊小子","Gobfin","SharkKid","任一","127","八雲犬","Yakumo","GuardianDog","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","17","企丸丸","Pengullet","Penguin","任一","127","八雲犬","Yakumo","GuardianDog","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","19","啼卡爾","Hoocrates","WizardOwl","任一","127","八雲犬","Yakumo","GuardianDog","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","12","葉泥泥","Gumoss","PlantSlime_Flower","任一","127","八雲犬","Yakumo","GuardianDog","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","12","葉泥泥","Gumoss","PlantSlime","任一","127","八雲犬","Yakumo","GuardianDog","否"
"34","鬱木羊","Caprity Noct","BerryGoat_Dark","任一","38","冰縛靈","Hangyu Cryst","WindChimes_Ice","任一","127","八雲犬","Yakumo","GuardianDog","否"
"127","八雲犬","Yakumo","GuardianDog","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","156","力士獒","Bulldosu","SumoDog","否"
"156","力士獒","Bulldosu","SumoDog","任一","156","力士獒","Bulldosu","SumoDog","任一","156","力士獒","Bulldosu","SumoDog","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","110","梁葉龍","Braloha","Plesiosaur","任一","156","力士獒","Bulldosu","SumoDog","否"
"68","女皇蜂","Elizabee","QueenBee","任一","96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","156","力士獒","Bulldosu","SumoDog","否"
"124","天羽龍","Quivern","SkyDragon","任一","120","縛乃伊","Gildra","MummyPal","任一","156","力士獒","Bulldosu","SumoDog","否"
"92","天陰童子","Dazzi Noct","RaijinDaughter_Water","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","156","力士獒","Bulldosu","SumoDog","否"
"92","天陰童子","Dazzi Noct","RaijinDaughter_Water","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","156","力士獒","Bulldosu","SumoDog","否"
"56","月鐮魔","Loupmoon","Werewolf","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","156","力士獒","Bulldosu","SumoDog","否"
"36","毛老爹","Sweepa","MopKing","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","156","力士獒","Bulldosu","SumoDog","否"
"63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","156","力士獒","Bulldosu","SumoDog","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","112","獄閻王","Blazehowl Noct","Manticore_Dark","任一","156","力士獒","Bulldosu","SumoDog","否"
"134","白絨雪怪","Wumpo","Yeti","任一","107","碎岩龜","Digtoise","DrillGame","任一","156","力士獒","Bulldosu","SumoDog","否"
"21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","156","力士獒","Bulldosu","SumoDog","否"
"21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","156","力士獒","Bulldosu","SumoDog","否"
